"Running Time", "Loss", "Compression", "Learning Rate", "Epochs", "Batch Size", "Early Stopping", "Dimensions"
116.3471193,0.010440271,0.005208333,1,100,100,10,"[24, 12, 6, 3]"
61.76294851,2.05179143,0.001736111,1,100,100,20,"[8, 4, 2, 1]"
99.56875443,7.528158188,0.003472222,1,100,100,20,"[16, 8, 4, 2]"
104.138803,0.049007691,0.005208333,1,100,100,20,"[24, 12, 6, 3]"
18.65311098,0.010350342,0.001736111,1,100,10,5,"[8, 4, 2, 1]"
13.85991526,263.1732178,0.003472222,1,100,10,5,"[16, 8, 4, 2]"
19.61976695,4.111551285,0.005208333,1,100,10,5,"[24, 12, 6, 3]"
22.80027056,0.022785425,0.001736111,1,100,10,10,"[8, 4, 2, 1]"
33.31869674,252.8483582,0.003472222,1,100,10,10,"[16, 8, 4, 2]"
30.55135894,1.520730495,0.005208333,1,100,10,10,"[24, 12, 6, 3]"
70.86618257,0.009987953,0.001736111,1,100,10,20,"[8, 4, 2, 1]"
64.77878261,0.014551406,0.003472222,1,100,10,20,"[16, 8, 4, 2]"
77.4720614,0.626974225,0.005208333,1,100,10,20,"[24, 12, 6, 3]"
6.56360054,0.104953729,0.001736111,0.1,10,1000,5,"[8, 4, 2, 1]"
8.130707264,0.056946665,0.003472222,0.1,10,1000,5,"[16, 8, 4, 2]"
10.1529851,0.362047702,0.005208333,0.1,10,1000,5,"[24, 12, 6, 3]"
5.919487,0.115465172,0.001736111,0.1,10,1000,10,"[8, 4, 2, 1]"
8.037595987,0.337055653,0.003472222,0.1,10,1000,10,"[16, 8, 4, 2]"
10.22270083,0.198356748,0.005208333,0.1,10,1000,10,"[24, 12, 6, 3]"
6.038520575,0.118374988,0.001736111,0.1,10,1000,20,"[8, 4, 2, 1]"
8.6096313,0.081759989,0.003472222,0.1,10,1000,20,"[16, 8, 4, 2]"
10.54521918,0.049582902,0.005208333,0.1,10,1000,20,"[24, 12, 6, 3]"
8.566167355,0.034031685,0.001736111,0.1,10,100,5,"[8, 4, 2, 1]"
10.17021847,0.03892985,0.003472222,0.1,10,100,5,"[16, 8, 4, 2]"
12.72527432,0.039618339,0.005208333,0.1,10,100,5,"[24, 12, 6, 3]"
8.188917398,0.03451759,0.001736111,0.1,10,100,10,"[8, 4, 2, 1]"
10.5965724,0.03958806,0.003472222,0.1,10,100,10,"[16, 8, 4, 2]"
12.98591614,0.039042331,0.005208333,0.1,10,100,10,"[24, 12, 6, 3]"
8.265050888,0.029306721,0.001736111,0.1,10,100,20,"[8, 4, 2, 1]"
10.34033179,0.038844053,0.003472222,0.1,10,100,20,"[16, 8, 4, 2]"
12.77733374,0.039696753,0.005208333,0.1,10,100,20,"[24, 12, 6, 3]"
16.80112028,0.03931291,0.001736111,0.1,10,10,5,"[8, 4, 2, 1]"
16.55542874,0.03887501,0.003472222,0.1,10,10,5,"[16, 8, 4, 2]"
22.2206943,0.147473961,0.005208333,0.1,10,10,5,"[24, 12, 6, 3]"
19.30909324,0.041368794,0.001736111,0.1,10,10,10,"[8, 4, 2, 1]"
23.90605593,0.039058231,0.003472222,0.1,10,10,10,"[16, 8, 4, 2]"
28.3521874,0.04146098,0.005208333,0.1,10,10,10,"[24, 12, 6, 3]"
19.11783981,0.038805027,0.001736111,0.1,10,10,20,"[8, 4, 2, 1]"
21.89078355,0.03413653,0.003472222,0.1,10,10,20,"[16, 8, 4, 2]"
27.67059422,0.22968033,0.005208333,0.1,10,10,20,"[24, 12, 6, 3]"
7.036930561,0.119473912,0.001736111,0.1,50,1000,5,"[8, 4, 2, 1]"
7.78183651,0.270768106,0.003472222,0.1,50,1000,5,"[16, 8, 4, 2]"
24.30489635,0.047443077,0.005208333,0.1,50,1000,5,"[24, 12, 6, 3]"
26.72407985,0.038852807,0.001736111,0.1,50,1000,10,"[8, 4, 2, 1]"
22.24808764,0.039873257,0.003472222,0.1,50,1000,10,"[16, 8, 4, 2]"
25.73673749,0.043474603,0.005208333,0.1,50,1000,10,"[24, 12, 6, 3]"
31.02756286,0.035356611,0.001736111,0.1,50,1000,20,"[8, 4, 2, 1]"
40.10699368,0.034745883,0.003472222,0.1,50,1000,20,"[16, 8, 4, 2]"
53.09622121,0.039171975,0.005208333,0.1,50,1000,20,"[24, 12, 6, 3]"
13.60185552,0.018391602,0.001736111,0.1,50,100,5,"[8, 4, 2, 1]"
36.54837441,0.038663965,0.003472222,0.1,50,100,5,"[16, 8, 4, 2]"
16.39163804,0.039203633,0.005208333,0.1,50,100,5,"[24, 12, 6, 3]"
31.57274771,0.035980705,0.001736111,0.1,50,100,10,"[8, 4, 2, 1]"
46.77687645,0.09548115,0.003472222,0.1,50,100,10,"[16, 8, 4, 2]"
38.54928136,0.041504651,0.005208333,0.1,50,100,10,"[24, 12, 6, 3]"
36.73038721,0.014977837,0.001736111,0.1,50,100,20,"[8, 4, 2, 1]"
48.2363894,0.038840465,0.003472222,0.1,50,100,20,"[16, 8, 4, 2]"
61.17728877,0.038835391,0.005208333,0.1,50,100,20,"[24, 12, 6, 3]"
28.85488248,0.022522103,0.001736111,0.1,50,10,5,"[8, 4, 2, 1]"
22.8672123,0.109547079,0.003472222,0.1,50,10,5,"[16, 8, 4, 2]"
22.84346271,0.221218333,0.005208333,0.1,50,10,5,"[24, 12, 6, 3]"
21.69409013,0.038884696,0.001736111,0.1,50,10,10,"[8, 4, 2, 1]"
50.85263276,0.040207051,0.003472222,0.1,50,10,10,"[16, 8, 4, 2]"
30.50526452,0.035554811,0.005208333,0.1,50,10,10,"[24, 12, 6, 3]"
49.29509783,0.038815886,0.001736111,0.1,50,10,20,"[8, 4, 2, 1]"
78.06907797,0.039793313,0.003472222,0.1,50,10,20,"[16, 8, 4, 2]"
95.89774919,1.377436638,0.005208333,0.1,50,10,20,"[24, 12, 6, 3]"
55.26256824,0.121214598,0.001736111,0.1,100,1000,5,"[8, 4, 2, 1]"
19.65146232,0.042641863,0.003472222,0.1,100,1000,5,"[16, 8, 4, 2]"
19.19428134,0.214143947,0.005208333,0.1,100,1000,5,"[24, 12, 6, 3]"
59.17538285,0.038692743,0.001736111,0.1,100,1000,10,"[8, 4, 2, 1]"
77.92906141,0.039175872,0.003472222,0.1,100,1000,10,"[16, 8, 4, 2]"
30.27594519,0.03989245,0.005208333,0.1,100,1000,10,"[24, 12, 6, 3]"
64.59954405,0.038851615,0.001736111,0.1,100,1000,20,"[8, 4, 2, 1]"
81.74173117,0.038992912,0.003472222,0.1,100,1000,20,"[16, 8, 4, 2]"
94.47892022,0.110599138,0.005208333,0.1,100,1000,20,"[24, 12, 6, 3]"
11.67644453,0.035910703,0.001736111,0.1,100,100,5,"[8, 4, 2, 1]"
27.18967819,0.098751962,0.003472222,0.1,100,100,5,"[16, 8, 4, 2]"
47.86710835,0.038890433,0.005208333,0.1,100,100,5,"[24, 12, 6, 3]"
25.20132685,0.033227745,0.001736111,0.1,100,100,10,"[8, 4, 2, 1]"
86.7873888,0.092824012,0.003472222,0.1,100,100,10,"[16, 8, 4, 2]"
48.96821308,0.214642942,0.005208333,0.1,100,100,10,"[24, 12, 6, 3]"
69.21829295,0.033749986,0.001736111,0.1,100,100,20,"[8, 4, 2, 1]"
49.13440871,0.064413011,0.003472222,0.1,100,100,20,"[16, 8, 4, 2]"
58.16357207,0.038864326,0.005208333,0.1,100,100,20,"[24, 12, 6, 3]"
15.51673269,0.038807832,0.001736111,0.1,100,10,5,"[8, 4, 2, 1]"
28.17043471,0.089726575,0.003472222,0.1,100,10,5,"[16, 8, 4, 2]"
24.40797567,0.055183817,0.005208333,0.1,100,10,5,"[24, 12, 6, 3]"
55.47885108,0.038810134,0.001736111,0.1,100,10,10,"[8, 4, 2, 1]"
64.29601908,0.038855083,0.003472222,0.1,100,10,10,"[16, 8, 4, 2]"
55.55305481,0.040563937,0.005208333,0.1,100,10,10,"[24, 12, 6, 3]"
48.74668241,0.069306463,0.001736111,0.1,100,10,20,"[8, 4, 2, 1]"
45.73252797,0.038835578,0.003472222,0.1,100,10,20,"[16, 8, 4, 2]"
68.1659565,0.038836643,0.005208333,0.1,100,10,20,"[24, 12, 6, 3]"
14.96462345123291,0.03170382231473923,0.001736111111111111,0.01,10,1000,5,"[8, 4, 2, 1]"
26.561807870864868,0.0313500352203846,0.003472222222222222,0.01,10,1000,5,"[16, 8, 4, 2]"
18.702983856201172,0.018408996984362602,0.005208333333333333,0.01,10,1000,5,"[24, 12, 6, 3]"
10.795984506607056,0.04053521156311035,0.001736111111111111,0.01,10,1000,10,"[8, 4, 2, 1]"
8.279954433441162,0.02159559540450573,0.003472222222222222,0.01,10,1000,10,"[16, 8, 4, 2]"
10.582972288131714,0.03209859877824783,0.005208333333333333,0.01,10,1000,10,"[24, 12, 6, 3]"
6.197746753692627,0.03836633637547493,0.001736111111111111,0.01,10,1000,20,"[8, 4, 2, 1]"
8.130727767944336,0.030209096148610115,0.003472222222222222,0.01,10,1000,20,"[16, 8, 4, 2]"
10.212894678115845,0.028079262003302574,0.005208333333333333,0.01,10,1000,20,"[24, 12, 6, 3]"
8.019249200820923,0.015399821102619171,0.001736111111111111,0.01,10,100,5,"[8, 4, 2, 1]"
9.543124198913574,0.014731748029589653,0.003472222222222222,0.01,10,100,5,"[16, 8, 4, 2]"
12.647197008132935,0.014338088221848011,0.005208333333333333,0.01,10,100,5,"[24, 12, 6, 3]"
7.922711133956909,0.015447228215634823,0.001736111111111111,0.01,10,100,10,"[8, 4, 2, 1]"
9.649068593978882,0.0150979682803154,0.003472222222222222,0.01,10,100,10,"[16, 8, 4, 2]"
12.73613691329956,0.014802518300712109,0.005208333333333333,0.01,10,100,10,"[24, 12, 6, 3]"
7.844374179840088,0.01541340071707964,0.001736111111111111,0.01,10,100,20,"[8, 4, 2, 1]"
9.73695683479309,0.01437979657202959,0.003472222222222222,0.01,10,100,20,"[16, 8, 4, 2]"
12.52465534210205,0.014411607757210732,0.005208333333333333,0.01,10,100,20,"[24, 12, 6, 3]"
16.28749704360962,0.014277609996497631,0.001736111111111111,0.01,10,10,5,"[8, 4, 2, 1]"
18.787899017333984,0.009404877200722694,0.003472222222222222,0.01,10,10,5,"[16, 8, 4, 2]"
23.372371435165405,0.004018900915980339,0.005208333333333333,0.01,10,10,5,"[24, 12, 6, 3]"
15.917535066604614,0.014376568607985973,0.001736111111111111,0.01,10,10,10,"[8, 4, 2, 1]"
19.089687824249268,0.007180492393672466,0.003472222222222222,0.01,10,10,10,"[16, 8, 4, 2]"
23.221585988998413,0.005698448978364468,0.005208333333333333,0.01,10,10,10,"[24, 12, 6, 3]"
15.786726951599121,0.014318200759589672,0.001736111111111111,0.01,10,10,20,"[8, 4, 2, 1]"
18.027629852294922,0.009326071478426456,0.003472222222222222,0.01,10,10,20,"[16, 8, 4, 2]"
22.797585248947144,0.0038646692410111427,0.005208333333333333,0.01,10,10,20,"[24, 12, 6, 3]"
31.273003578186035,0.01577334851026535,0.001736111111111111,0.01,50,1000,5,"[8, 4, 2, 1]"
43.591795921325684,0.015528030693531036,0.003472222222222222,0.01,50,1000,5,"[16, 8, 4, 2]"
45.24315166473389,0.015668725594878197,0.005208333333333333,0.01,50,1000,5,"[24, 12, 6, 3]"
31.292768716812134,0.016149407252669334,0.001736111111111111,0.01,50,1000,10,"[8, 4, 2, 1]"
40.41581726074219,0.0165175199508667,0.003472222222222222,0.01,50,1000,10,"[16, 8, 4, 2]"
52.357468128204346,0.015160027891397476,0.005208333333333333,0.01,50,1000,10,"[24, 12, 6, 3]"
30.46827483177185,0.015866676345467567,0.001736111111111111,0.01,50,1000,20,"[8, 4, 2, 1]"
41.01742768287659,0.015567975118756294,0.003472222222222222,0.01,50,1000,20,"[16, 8, 4, 2]"
54.46941161155701,0.01580350659787655,0.005208333333333333,0.01,50,1000,20,"[24, 12, 6, 3]"
39.34098553657532,0.01430653315037489,0.001736111111111111,0.01,50,100,5,"[8, 4, 2, 1]"
47.088911056518555,0.014232903718948364,0.003472222222222222,0.01,50,100,5,"[16, 8, 4, 2]"
65.8511221408844,0.004111751914024353,0.005208333333333333,0.01,50,100,5,"[24, 12, 6, 3]"
40.05057692527771,0.014291719533503056,0.001736111111111111,0.01,50,100,10,"[8, 4, 2, 1]"
46.94337201118469,0.00909289438277483,0.003472222222222222,0.01,50,100,10,"[16, 8, 4, 2]"
59.61945104598999,0.012826566584408283,0.005208333333333333,0.01,50,100,10,"[24, 12, 6, 3]"
34.89385509490967,0.014237645082175732,0.001736111111111111,0.01,50,100,20,"[8, 4, 2, 1]"
46.00240898132324,0.01431209221482277,0.003472222222222222,0.01,50,100,20,"[16, 8, 4, 2]"
58.25588583946228,0.003946029581129551,0.005208333333333333,0.01,50,100,20,"[24, 12, 6, 3]"
33.54018044471741,0.014227391220629215,0.001736111111111111,0.01,50,10,5,"[8, 4, 2, 1]"
36.515599489212036,0.009121501818299294,0.003472222222222222,0.01,50,10,5,"[16, 8, 4, 2]"
58.19211006164551,0.0036831595934927464,0.005208333333333333,0.01,50,10,5,"[24, 12, 6, 3]"
39.51780581474304,0.014270579442381859,0.001736111111111111,0.01,50,10,10,"[8, 4, 2, 1]"
67.77122092247009,0.018714984878897667,0.003472222222222222,0.01,50,10,10,"[16, 8, 4, 2]"
60.34621572494507,0.037113577127456665,0.005208333333333333,0.01,50,10,10,"[24, 12, 6, 3]"
65.22462129592896,0.014293001964688301,0.001736111111111111,0.01,50,10,20,"[8, 4, 2, 1]"
66.3652412891388,0.01427917368710041,0.003472222222222222,0.01,50,10,20,"[16, 8, 4, 2]"
110.66934847831726,0.03919019550085068,0.005208333333333333,0.01,50,10,20,"[24, 12, 6, 3]"
56.35900664329529,0.014964977279305458,0.001736111111111111,0.01,100,1000,5,"[8, 4, 2, 1]"
74.71145248413086,0.014633460901677608,0.003472222222222222,0.01,100,1000,5,"[16, 8, 4, 2]"
81.74733972549438,0.014397039078176022,0.005208333333333333,0.01,100,1000,5,"[24, 12, 6, 3]"
55.157520055770874,0.02325046993792057,0.001736111111111111,0.01,100,1000,10,"[8, 4, 2, 1]"
73.98972487449646,0.014537841081619263,0.003472222222222222,0.01,100,1000,10,"[16, 8, 4, 2]"
98.9624388217926,0.0146230049431324,0.005208333333333333,0.01,100,1000,10,"[24, 12, 6, 3]"
56.78746676445007,0.015896569937467575,0.001736111111111111,0.01,100,1000,20,"[8, 4, 2, 1]"
74.11846470832825,0.014682762324810028,0.003472222222222222,0.01,100,1000,20,"[16, 8, 4, 2]"
97.11078238487244,0.015337870456278324,0.005208333333333333,0.01,100,1000,20,"[24, 12, 6, 3]"
49.52653479576111,0.014283478260040283,0.001736111111111111,0.01,100,100,5,"[8, 4, 2, 1]"
48.640456199645996,0.00925570446997881,0.003472222222222222,0.01,100,100,5,"[16, 8, 4, 2]"
115.36496305465698,0.0040029543451964855,0.005208333333333333,0.01,100,100,5,"[24, 12, 6, 3]"
68.06472563743591,0.013848934322595596,0.001736111111111111,0.01,100,100,10,"[8, 4, 2, 1]"
78.40155577659607,0.009337401017546654,0.003472222222222222,0.01,100,100,10,"[16, 8, 4, 2]"
115.90174841880798,0.003710593096911907,0.005208333333333333,0.01,100,100,10,"[24, 12, 6, 3]"
66.86434984207153,0.014248055405914783,0.001736111111111111,0.01,100,100,20,"[8, 4, 2, 1]"
88.6441912651062,0.008981137536466122,0.003472222222222222,0.01,100,100,20,"[16, 8, 4, 2]"
117.25906157493591,0.009200776927173138,0.005208333333333333,0.01,100,100,20,"[24, 12, 6, 3]"
27.32064914703369,0.014230488799512386,0.001736111111111111,0.01,100,10,5,"[8, 4, 2, 1]"
28.90181875228882,0.018995052203536034,0.003472222222222222,0.01,100,10,5,"[16, 8, 4, 2]"
63.69951272010803,0.0038226747419685125,0.005208333333333333,0.01,100,10,5,"[24, 12, 6, 3]"
29.11060118675232,0.014249287545681,0.001736111111111111,0.01,100,10,10,"[8, 4, 2, 1]"
42.55604386329651,0.016110612079501152,0.003472222222222222,0.01,100,10,10,"[16, 8, 4, 2]"
75.32242631912231,0.003655325388535857,0.005208333333333333,0.01,100,10,10,"[24, 12, 6, 3]"
120.49737668037415,0.0074988482519984245,0.001736111111111111,0.01,100,10,20,"[8, 4, 2, 1]"
179.99384665489197,0.0040539042092859745,0.003472222222222222,0.01,100,10,20,"[16, 8, 4, 2]"
84.02115392684937,0.03792565315961838,0.005208333333333333,0.01,100,10,20,"[24, 12, 6, 3]"
6.711912393569946,0.06166505441069603,0.001736111111111111,0.001,10,1000,5,"[8, 4, 2, 1]"
8.531310558319092,0.05784772336483002,0.003472222222222222,0.001,10,1000,5,"[16, 8, 4, 2]"
11.059265613555908,0.0572582371532917,0.005208333333333333,0.001,10,1000,5,"[24, 12, 6, 3]"
6.770107746124268,0.07489267736673355,0.001736111111111111,0.001,10,1000,10,"[8, 4, 2, 1]"
8.322933912277222,0.06084942817687988,0.003472222222222222,0.001,10,1000,10,"[16, 8, 4, 2]"
10.710495948791504,0.04717598855495453,0.005208333333333333,0.001,10,1000,10,"[24, 12, 6, 3]"
6.454990863800049,0.0662335678935051,0.001736111111111111,0.001,10,1000,20,"[8, 4, 2, 1]"
8.774183988571167,0.05405931547284126,0.003472222222222222,0.001,10,1000,20,"[16, 8, 4, 2]"
10.739107847213745,0.046770624816417694,0.005208333333333333,0.001,10,1000,20,"[24, 12, 6, 3]"
8.056736946105957,0.021774915978312492,0.001736111111111111,0.001,10,100,5,"[8, 4, 2, 1]"
9.759021282196045,0.01576942205429077,0.003472222222222222,0.001,10,100,5,"[16, 8, 4, 2]"
12.915306091308594,0.01588510535657406,0.005208333333333333,0.001,10,100,5,"[24, 12, 6, 3]"
8.094858884811401,0.021424293518066406,0.001736111111111111,0.001,10,100,10,"[8, 4, 2, 1]"
9.922778606414795,0.016221022233366966,0.003472222222222222,0.001,10,100,10,"[16, 8, 4, 2]"
12.586042642593384,0.015353227034211159,0.005208333333333333,0.001,10,100,10,"[24, 12, 6, 3]"
7.846034288406372,0.022951120510697365,0.001736111111111111,0.001,10,100,20,"[8, 4, 2, 1]"
10.151015043258667,0.0166581142693758,0.003472222222222222,0.001,10,100,20,"[16, 8, 4, 2]"
12.779494762420654,0.016297895461320877,0.005208333333333333,0.001,10,100,20,"[24, 12, 6, 3]"
15.773293256759644,0.014441750943660736,0.001736111111111111,0.001,10,10,5,"[8, 4, 2, 1]"
18.5963773727417,0.014305622316896915,0.003472222222222222,0.001,10,10,5,"[16, 8, 4, 2]"
23.728108882904053,0.004918609745800495,0.005208333333333333,0.001,10,10,5,"[24, 12, 6, 3]"
16.758644580841064,0.014528118073940277,0.001736111111111111,0.001,10,10,10,"[8, 4, 2, 1]"
18.924325227737427,0.014311189763247967,0.003472222222222222,0.001,10,10,10,"[16, 8, 4, 2]"
23.32945418357849,0.009819787926971912,0.005208333333333333,0.001,10,10,10,"[24, 12, 6, 3]"
15.843714237213135,0.01438483688980341,0.001736111111111111,0.001,10,10,20,"[8, 4, 2, 1]"
19.708662271499634,0.011571252718567848,0.003472222222222222,0.001,10,10,20,"[16, 8, 4, 2]"
23.792035579681396,0.005000258795917034,0.005208333333333333,0.001,10,10,20,"[24, 12, 6, 3]"
28.97361946105957,0.042388223111629486,0.001736111111111111,0.001,50,1000,5,"[8, 4, 2, 1]"
37.39255738258362,0.020210079848766327,0.003472222222222222,0.001,50,1000,5,"[16, 8, 4, 2]"
49.76478695869446,0.01792914979159832,0.005208333333333333,0.001,50,1000,5,"[24, 12, 6, 3]"
31.715446949005127,0.03635808452963829,0.001736111111111111,0.001,50,1000,10,"[8, 4, 2, 1]"
38.2616024017334,0.025323830544948578,0.003472222222222222,0.001,50,1000,10,"[16, 8, 4, 2]"
49.26863980293274,0.017955660820007324,0.005208333333333333,0.001,50,1000,10,"[24, 12, 6, 3]"
29.979960680007935,0.03923231363296509,0.001736111111111111,0.001,50,1000,20,"[8, 4, 2, 1]"
38.2701997756958,0.02104216255247593,0.003472222222222222,0.001,50,1000,20,"[16, 8, 4, 2]"
49.376431941986084,0.01712724007666111,0.005208333333333333,0.001,50,1000,20,"[24, 12, 6, 3]"
34.91952729225159,0.015355763025581837,0.001736111111111111,0.001,50,100,5,"[8, 4, 2, 1]"
44.69655156135559,0.014450998045504093,0.003472222222222222,0.001,50,100,5,"[16, 8, 4, 2]"
58.419780015945435,0.014295603148639202,0.005208333333333333,0.001,50,100,5,"[24, 12, 6, 3]"
35.390336990356445,0.014918291941285133,0.001736111111111111,0.001,50,100,10,"[8, 4, 2, 1]"
43.800177812576294,0.014401170425117016,0.003472222222222222,0.001,50,100,10,"[16, 8, 4, 2]"
59.88139009475708,0.01396314986050129,0.005208333333333333,0.001,50,100,10,"[24, 12, 6, 3]"
35.934436321258545,0.015123479068279266,0.001736111111111111,0.001,50,100,20,"[8, 4, 2, 1]"
44.221593379974365,0.014352552592754364,0.003472222222222222,0.001,50,100,20,"[16, 8, 4, 2]"
58.49364161491394,0.01423365157097578,0.005208333333333333,0.001,50,100,20,"[24, 12, 6, 3]"
75.4446849822998,0.01217740774154663,0.001736111111111111,0.001,50,10,5,"[8, 4, 2, 1]"
89.2683207988739,0.00705799600109458,0.003472222222222222,0.001,50,10,5,"[16, 8, 4, 2]"
112.40705037117004,0.0035518964286893606,0.005208333333333333,0.001,50,10,5,"[24, 12, 6, 3]"
62.88781929016113,0.014217168092727661,0.001736111111111111,0.001,50,10,10,"[8, 4, 2, 1]"
93.21738338470459,0.00602491432800889,0.003472222222222222,0.001,50,10,10,"[16, 8, 4, 2]"
113.96398758888245,0.0036853125784546137,0.005208333333333333,0.001,50,10,10,"[24, 12, 6, 3]"
77.09176278114319,0.010732783004641533,0.001736111111111111,0.001,50,10,20,"[8, 4, 2, 1]"
88.6461730003357,0.009154893457889557,0.003472222222222222,0.001,50,10,20,"[16, 8, 4, 2]"
111.62892413139343,0.0035835187882184982,0.005208333333333333,0.001,50,10,20,"[24, 12, 6, 3]"
59.09447455406189,0.021814217790961266,0.001736111111111111,0.001,100,1000,5,"[8, 4, 2, 1]"
77.50364065170288,0.016399120911955833,0.003472222222222222,0.001,100,1000,5,"[16, 8, 4, 2]"
